Database Name: HR
1.Display all information in the tables EMP and DEPT.
mysql> select * from departments;
+---------------+---------------------+------------+-------------+
| department_id | department_name     | manager_id | location_id |
+---------------+---------------------+------------+-------------+
|            10 | Administration      |        200 |        1700 |
|            20 | Marketing           |        201 |        1800 |
|            30 | Purchasing          |        114 |        1700 |
|            40 | Human Resources     |        203 |        2400 |
|            50 | Shipping            |        121 |        1500 |
|            60 | IT                  |        103 |        1400 |
|            70 | Public Relations    |        204 |        2700 |
|            80 | Sales               |        145 |        2500 |
|            90 | Executive           |        100 |        1700 |
|           100 | Finance             |        108 |        1700 |
|           110 | Accounting          |        205 |        1700 |
|           120 | Treasury            |       NULL |        1700 |
|           130 | Corporate Tax       |       NULL |        1700 |
|           140 | Control And Credit  |       NULL |        1700 |
|           150 | Shareholder Service |       NULL |        1700 |
|           160 | Benefits            |       NULL |        1700 |
|           170 | Manufacturing       |       NULL |        1700 |
|           180 | Constuction         |       NULL |        1700 |
|           190 | Contracting         |       NULL |        1700 |
|           200 | Operations          |       NULL |        1700 |
|           210 | IT Support          |       NULL |        1700 |
|           220 | NOC                 |       NULL |        1700 |
|           230 | IT Helpdesk         |       NULL |        1700 |
|           240 | Government Sales    |       NULL |        1700 |
|           250 | Retail Sales        |       NULL |        1700 |
|           260 | Recruiting          |       NULL |        1700 |
|           270 | Payroll             |       NULL |        1700 |
+---------------+---------------------+------------+-------------+
mysql> select * from employees;
+-------------+-------------+-------------+----------+--------------------+------------+------------+----------+----------------+------------+---------------+
| employee_id | first_name  | last_name   | email    | phone_number       | hire_date  | job_id     | salary   | commission_pct | manager_id | department_id |
| Peter Vargas      | 1998-07-09 |
| Timothy Gates     | 1998-07-11 |
| Michael Rogers    | 1998-08-26 |
| Irene Mikkilineni | 1998-09-28 |
| Sarath Sewall     | 1998-11-03 |
| Guy Himuro        | 1998-11-15 |
| Nanette Cambrault | 1998-12-09 |
| James Landry      | 1999-01-14 |
| Diana Lorentz     | 1999-02-07 |
| Anthony Cabrio    | 1999-02-07 |
| William Smith     | 1999-02-23 |
| Vance Jones       | 1999-03-17 |
| Danielle Greene   | 1999-03-19 |
| Elizabeth Bates   | 1999-03-24 |
| TJ Olson          | 1999-04-10 |
| Kimberely Grant   | 1999-05-24 |
| Martha Sullivan   | 1999-06-21 |
| Donald OConnell   | 1999-06-21 |
| Karen Colmenares  | 1999-08-10 |
| Gerald Cambrault  | 1999-10-15 |
| Kevin Mourgos     | 1999-11-16 |
| Oliver Tuvault    | 1999-11-23 |
| Luis Popp         | 1999-12-07 |
| Ki Gee            | 1999-12-12 |
| Randall Perkins   | 1999-12-19 |
| Charles Johnson   | 2000-01-04 |
| Douglas Grant     | 2000-01-13 |
| Mattea Marvins    | 2000-01-24 |
| Eleni Zlotkey     | 2000-01-29 |
| Girard Geoni      | 2000-02-03 |
| Hazel Philtanker  | 2000-02-06 |
| David Lee         | 2000-02-23 |
| Steven Markle     | 2000-03-08 |
| Sundar Ande       | 2000-03-24 |
| Amit Banda        | 2000-04-21 |
| Sundita Kumar     | 2000-04-21 |
+-------------------+------------+

9.Display the names and salaries of all employees in reverse salary order.
mysql> select concat(first_name," ",last_name) as name, salary from employees order by salary desc;
+-------------------+----------+
| name              | salary   |
+-------------------+----------+
| Steven King       | 24000.00 |
| Neena Kochhar     | 17000.00 |
| Lex De Haan       | 17000.00 |
| John Russell      | 14000.00 |
| Karen Partners    | 13500.00 |
| Michael Hartstein | 13000.00 |
| Nancy Greenberg   | 12000.00 |
| Alberto Errazuriz | 12000.00 |
| Shelley Higgins   | 12000.00 |
| Lisa Ozer         | 11500.00 |
| Den Raphaely      | 11000.00 |
| Gerald Cambrault  | 11000.00 |
| Ellen Abel        | 11000.00 |
| Eleni Zlotkey     | 10500.00 |
| Clara Vishney     | 10500.00 |
| Peter Tucker      | 10000.00 |
| Janette King      | 10000.00 |
| Harrison Bloom    | 10000.00 |
| Hermann Baer      | 10000.00 |
| Tayler Fox        |  9600.00 |
| David Bernstein   |  9500.00 |
| Patrick Sully     |  9500.00 |
| Danielle Greene   |  9500.00 |
| Alexander Hunold  |  9000.00 |
| Daniel Faviet     |  9000.00 |
| Peter Hall        |  9000.00 |
| Allan McEwen      |  9000.00 |
| Alyssa Hutton     |  8800.00 |
| Jonathon Taylor   |  8600.00 |
| Jack Livingston   |  8400.00 |
| William Gietz     |  8300.00 |
| John Chen         |  8200.00 |
| Adam Fripp        |  8200.00 |
| Matthew Weiss     |  8000.00 |
| Christopher Olsen |  8000.00 |
| Lindsey Smith     |  8000.00 |
| Payam Kaufling    |  7900.00 |
| Jose Manuel Urman |  7800.00 |
| Ismael Sciarra    |  7700.00 |
| Nanette Cambrault |  7500.00 |
| Louise Doran      |  7500.00 |
| William Smith     |  7400.00 |
| Elizabeth Bates   |  7300.00 |
| Mattea Marvins    |  7200.00 |
| Oliver Tuvault    |  7000.00 |
| Sarath Sewall     |  7000.00 |
| Kimberely Grant   |  7000.00 |
| Luis Popp         |  6900.00 |
| David Lee         |  6800.00 |
| Shanta Vollman    |  6500.00 |
| Susan Mavris      |  6500.00 |
| Sundar Ande       |  6400.00 |
| Amit Banda        |  6200.00 |
| Charles Johnson   |  6200.00 |
| Sundita Kumar     |  6100.00 |
| Bruce Ernst       |  6000.00 |
| Pat Fay           |  6000.00 |
| Kevin Mourgos     |  5800.00 |
| David Austin      |  4800.00 |
| Valli Pataballa   |  4800.00 |
| Jennifer Whalen   |  4400.00 |
| Diana Lorentz     |  4200.00 |
| Nandita Sarchand  |  4200.00 |
| Alexis Bull       |  4100.00 |
| Sarah Bell        |  4000.00 |
| Britney Everett   |  3900.00 |
| Kelly Chung       |  3800.00 |
| Renske Ladwig     |  3600.00 |
| Jennifer Dilly    |  3600.00 |
| Trenna Rajs       |  3500.00 |
| Julia Dellinger   |  3400.00 |
| Laura Bissot      |  3300.00 |
| Jason Mallin      |  3300.00 |
| Julia Nayer       |  3200.00 |
| Stephen Stiles    |  3200.00 |
| Winston Taylor    |  3200.00 |
| Samuel McCain     |  3200.00 |
| Alexander Khoo    |  3100.00 |
| Curtis Davies     |  3100.00 |
| Jean Fleaur       |  3100.00 |
| Alana Walsh       |  3100.00 |
| Anthony Cabrio    |  3000.00 |
| Kevin Feeney      |  3000.00 |
| Shelli Baida      |  2900.00 |
| Michael Rogers    |  2900.00 |
| Timothy Gates     |  2900.00 |
| Sigal Tobias      |  2800.00 |
| Mozhe Atkinson    |  2800.00 |
| Girard Geoni      |  2800.00 |
| Vance Jones       |  2800.00 |
| Irene Mikkilineni |  2700.00 |
| John Seo          |  2700.00 |
| Guy Himuro        |  2600.00 |
| Randall Matos     |  2600.00 |
| Donald OConnell   |  2600.00 |
| Douglas Grant     |  2600.00 |
| Karen Colmenares  |  2500.00 |
| James Marlow      |  2500.00 |
| Joshua Patel      |  2500.00 |
| Peter Vargas      |  2500.00 |
| Martha Sullivan   |  2500.00 |
| Randall Perkins   |  2500.00 |
| James Landry      |  2400.00 |
| Ki Gee            |  2400.00 |
| Steven Markle     |  2200.00 |
| Hazel Philtanker  |  2200.00 |
| TJ Olson          |  2100.00 |
+-------------------+----------+

10.Display 'ename" and "deptno" who are all earned commission and display salary in reverse order.
mysql> select concat(first_name," ",last_name) as name, department_id, salary from employees where commission_pct is not null order by salary desc;
+-------------------+---------------+----------+
| name              | department_id | salary   |
+-------------------+---------------+----------+
| John Russell      |            80 | 14000.00 |
| Karen Partners    |            80 | 13500.00 |
| Alberto Errazuriz |            80 | 12000.00 |
| Lisa Ozer         |            80 | 11500.00 |
| Gerald Cambrault  |            80 | 11000.00 |
| Ellen Abel        |            80 | 11000.00 |
| Eleni Zlotkey     |            80 | 10500.00 |
| Clara Vishney     |            80 | 10500.00 |
| Peter Tucker      |            80 | 10000.00 |
| Janette King      |            80 | 10000.00 |
| Harrison Bloom    |            80 | 10000.00 |
| Tayler Fox        |            80 |  9600.00 |
| David Bernstein   |            80 |  9500.00 |
| Patrick Sully     |            80 |  9500.00 |
| Danielle Greene   |            80 |  9500.00 |
| Peter Hall        |            80 |  9000.00 |
| Allan McEwen      |            80 |  9000.00 |
| Alyssa Hutton     |            80 |  8800.00 |
| Jonathon Taylor   |            80 |  8600.00 |
| Jack Livingston   |            80 |  8400.00 |
| Christopher Olsen |            80 |  8000.00 |
| Lindsey Smith     |            80 |  8000.00 |
| Nanette Cambrault |            80 |  7500.00 |
| Louise Doran      |            80 |  7500.00 |
| William Smith     |            80 |  7400.00 |
| Elizabeth Bates   |            80 |  7300.00 |
| Mattea Marvins    |            80 |  7200.00 |
| Oliver Tuvault    |            80 |  7000.00 |
| Sarath Sewall     |            80 |  7000.00 |
| Kimberely Grant   |          NULL |  7000.00 |
| David Lee         |            80 |  6800.00 |
| Sundar Ande       |            80 |  6400.00 |
| Amit Banda        |            80 |  6200.00 |
| Charles Johnson   |            80 |  6200.00 |
| Sundita Kumar     |            80 |  6100.00 |
+-------------------+---------------+----------+

11.Display the last name and job title of all employees who do not have a manager.
mysql> select last_name, job_id from employees where manager_id is null;
+-----------+---------+
| last_name | job_id  |
+-----------+---------+
| King      | AD_PRES |
+-----------+---------+

12.Display the last name, job, and salary for all employees whose job is sales representative or stock clerk and whose salary is not equal to $2,500, $3,500, or $5,000.
mysql> select last_name, job_id, salary from employees where (job_id = "SA_REP" or job_id = "ST_CLERK") and salary not in(2500, 3500, 5000);
+-------------+----------+----------+
| last_name   | job_id   | salary   |
+-------------+----------+----------+
| Nayer       | ST_CLERK |  3200.00 |
| Mikkilineni | ST_CLERK |  2700.00 |
| Landry      | ST_CLERK |  2400.00 |
| Markle      | ST_CLERK |  2200.00 |
| Bissot      | ST_CLERK |  3300.00 |
| Atkinson    | ST_CLERK |  2800.00 |
| Olson       | ST_CLERK |  2100.00 |
| Mallin      | ST_CLERK |  3300.00 |
| Rogers      | ST_CLERK |  2900.00 |
| Gee         | ST_CLERK |  2400.00 |
| Philtanker  | ST_CLERK |  2200.00 |
| Ladwig      | ST_CLERK |  3600.00 |
| Stiles      | ST_CLERK |  3200.00 |
| Seo         | ST_CLERK |  2700.00 |
| Davies      | ST_CLERK |  3100.00 |
| Matos       | ST_CLERK |  2600.00 |
| Tucker      | SA_REP   | 10000.00 |
| Bernstein   | SA_REP   |  9500.00 |
| Hall        | SA_REP   |  9000.00 |
| Olsen       | SA_REP   |  8000.00 |
| Cambrault   | SA_REP   |  7500.00 |
| Tuvault     | SA_REP   |  7000.00 |
| King        | SA_REP   | 10000.00 |
| Sully       | SA_REP   |  9500.00 |
| McEwen      | SA_REP   |  9000.00 |
| Smith       | SA_REP   |  8000.00 |
| Doran       | SA_REP   |  7500.00 |
| Sewall      | SA_REP   |  7000.00 |
| Vishney     | SA_REP   | 10500.00 |
| Greene      | SA_REP   |  9500.00 |
| Marvins     | SA_REP   |  7200.00 |
| Lee         | SA_REP   |  6800.00 |
| Ande        | SA_REP   |  6400.00 |
| Banda       | SA_REP   |  6200.00 |
| Ozer        | SA_REP   | 11500.00 |
| Bloom       | SA_REP   | 10000.00 |
| Fox         | SA_REP   |  9600.00 |
| Smith       | SA_REP   |  7400.00 |
| Bates       | SA_REP   |  7300.00 |
| Kumar       | SA_REP   |  6100.00 |
| Abel        | SA_REP   | 11000.00 |
| Hutton      | SA_REP   |  8800.00 |
| Taylor      | SA_REP   |  8600.00 |
| Livingston  | SA_REP   |  8400.00 |
| Grant       | SA_REP   |  7000.00 |
| Johnson     | SA_REP   |  6200.00 |
+-------------+----------+----------+

Database Name: HR
1.Display the maximum, minimum and average salary and commission earned.
mysql> select min(salary), max(salary), avg(salary), sum(commission_pct) from employees;
+-------------+-------------+-------------+---------------------+
| min(salary) | max(salary) | avg(salary) | sum(commission_pct) |
+-------------+-------------+-------------+---------------------+
|     2100.00 |    24000.00 | 6461.682243 |                7.80 |
+-------------+-------------+-------------+---------------------+

2.Display the department number, total salary payout and total commission payout for each department.
mysql> select department_id, sum(salary), sum(commission_pct) from employees group by department_id;
+---------------+-------------+---------------------+
| department_id | sum(salary) | sum(commission_pct) |
+---------------+-------------+---------------------+
|            90 |    58000.00 |                NULL |
|            60 |    28800.00 |                NULL |
|           100 |    51600.00 |                NULL |
|            30 |    24900.00 |                NULL |
|            50 |   156400.00 |                NULL |
|            80 |   304500.00 |                7.65 |
|          NULL |     7000.00 |                0.15 |
|            10 |     4400.00 |                NULL |
|            20 |    19000.00 |                NULL |
|            40 |     6500.00 |                NULL |
|            70 |    10000.00 |                NULL |
|           110 |    20300.00 |                NULL |
+---------------+-------------+---------------------+

3.Display the department number and number of employees in each department.
mysql> select department_id, count(employee_id) from employees group by department_id;
+---------------+--------------------+
| department_id | count(employee_id) |
+---------------+--------------------+
|            90 |                  3 |
|            60 |                  5 |
|           100 |                  6 |
|            30 |                  6 |
|            50 |                 45 |
|            80 |                 34 |
|          NULL |                  1 |
|            10 |                  1 |
|            20 |                  2 |
|            40 |                  1 |
|            70 |                  1 |
|           110 |                  2 |
+---------------+--------------------+

4.Display the department number and total salary of employees in each department.
mysql> select department_id, sum(salary) from employees group by department_id;
+---------------+-------------+
| department_id | sum(salary) |
+---------------+-------------+
|            90 |    58000.00 |
|            60 |    28800.00 |
|           100 |    51600.00 |
|            30 |    24900.00 |
|            50 |   156400.00 |
|            80 |   304500.00 |
|          NULL |     7000.00 |
|            10 |     4400.00 |
|            20 |    19000.00 |
|            40 |     6500.00 |
|            70 |    10000.00 |
|           110 |    20300.00 |
+---------------+-------------+

5.Display the employee's name who doesn't earn a commission. Order the result set without using the column name.
mysql> select concat(first_name, last_name) as "              " from employees where commission_pct is null;
+------------------+
|                  |
+------------------+
| StevenKing       |
| NeenaKochhar     |
| LexDe Haan       |
| AlexanderHunold  |
| BruceErnst       |
| DavidAustin      |
| ValliPataballa   |
| DianaLorentz     |
| NancyGreenberg   |
| DanielFaviet     |
| JohnChen         |
| IsmaelSciarra    |
| Jose ManuelUrman |
| LuisPopp         |
| DenRaphaely      |
| AlexanderKhoo    |
| ShelliBaida      |
| SigalTobias      |
| GuyHimuro        |
| KarenColmenares  |
| MatthewWeiss     |
| AdamFripp        |
| PayamKaufling    |
| ShantaVollman    |
| KevinMourgos     |
| JuliaNayer       |
| IreneMikkilineni |
| JamesLandry      |
| StevenMarkle     |
| LauraBissot      |
| MozheAtkinson    |
| JamesMarlow      |
| TJOlson          |
| JasonMallin      |
| MichaelRogers    |
| KiGee            |
| HazelPhiltanker  |
| RenskeLadwig     |
| StephenStiles    |
| JohnSeo          |
| JoshuaPatel      |
| TrennaRajs       |
| CurtisDavies     |
| RandallMatos     |
| PeterVargas      |
| WinstonTaylor    |
| JeanFleaur       |
| MarthaSullivan   |
| GirardGeoni      |
| NanditaSarchand  |
| AlexisBull       |
| JuliaDellinger   |
| AnthonyCabrio    |
| KellyChung       |
| JenniferDilly    |
| TimothyGates     |
| RandallPerkins   |
| SarahBell        |
| BritneyEverett   |
| SamuelMcCain     |
| VanceJones       |
| AlanaWalsh       |
| KevinFeeney      |
| DonaldOConnell   |
| DouglasGrant     |
| JenniferWhalen   |
| MichaelHartstein |
| PatFay           |
| SusanMavris      |
| HermannBaer      |
| ShelleyHiggins   |
| WilliamGietz     |
+------------------+

6.Display the employees name, department id and commission. If an Employee doesn't earn the commission, then display as 'No commission'. Name the columns appropriately.
mysql> select concat(first_name, last_name) as "employees name", department_id as "department id", case when commission_pct is null then "No Commission" else commission_pct end as "commission" from employees;
+------------------+---------------+---------------+
| employees name   | department id | commission    |
+------------------+---------------+---------------+
| StevenKing       |            90 | No Commission |
| NeenaKochhar     |            90 | No Commission |
| LexDe Haan       |            90 | No Commission |
| AlexanderHunold  |            60 | No Commission |
| BruceErnst       |            60 | No Commission |
| DavidAustin      |            60 | No Commission |
| ValliPataballa   |            60 | No Commission |
| DianaLorentz     |            60 | No Commission |
| NancyGreenberg   |           100 | No Commission |
| DanielFaviet     |           100 | No Commission |
| JohnChen         |           100 | No Commission |
| IsmaelSciarra    |           100 | No Commission |
| Jose ManuelUrman |           100 | No Commission |
| LuisPopp         |           100 | No Commission |
| DenRaphaely      |            30 | No Commission |
| AlexanderKhoo    |            30 | No Commission |
| ShelliBaida      |            30 | No Commission |
| SigalTobias      |            30 | No Commission |
| GuyHimuro        |            30 | No Commission |
| KarenColmenares  |            30 | No Commission |
| MatthewWeiss     |            50 | No Commission |
| AdamFripp        |            50 | No Commission |
| PayamKaufling    |            50 | No Commission |
| ShantaVollman    |            50 | No Commission |
| KevinMourgos     |            50 | No Commission |
| JuliaNayer       |            50 | No Commission |
| IreneMikkilineni |            50 | No Commission |
| JamesLandry      |            50 | No Commission |
| StevenMarkle     |            50 | No Commission |
| LauraBissot      |            50 | No Commission |
| MozheAtkinson    |            50 | No Commission |
| JamesMarlow      |            50 | No Commission |
| TJOlson          |            50 | No Commission |
| JasonMallin      |            50 | No Commission |
| MichaelRogers    |            50 | No Commission |
| KiGee            |            50 | No Commission |
| HazelPhiltanker  |            50 | No Commission |
| RenskeLadwig     |            50 | No Commission |
| StephenStiles    |            50 | No Commission |
| JohnSeo          |            50 | No Commission |
| JoshuaPatel      |            50 | No Commission |
| TrennaRajs       |            50 | No Commission |
| CurtisDavies     |            50 | No Commission |
| RandallMatos     |            50 | No Commission |
| PeterVargas      |            50 | No Commission |
| JohnRussell      |            80 | 0.40          |
| KarenPartners    |            80 | 0.30          |
| AlbertoErrazuriz |            80 | 0.30          |
| GeraldCambrault  |            80 | 0.30          |
| EleniZlotkey     |            80 | 0.20          |
| PeterTucker      |            80 | 0.30          |
| DavidBernstein   |            80 | 0.25          |
| PeterHall        |            80 | 0.25          |
| ChristopherOlsen |            80 | 0.20          |
| NanetteCambrault |            80 | 0.20          |
| OliverTuvault    |            80 | 0.15          |
| JanetteKing      |            80 | 0.35          |
| PatrickSully     |            80 | 0.35          |
| AllanMcEwen      |            80 | 0.35          |
| LindseySmith     |            80 | 0.30          |
| LouiseDoran      |            80 | 0.30          |
| SarathSewall     |            80 | 0.25          |
| ClaraVishney     |            80 | 0.25          |
| DanielleGreene   |            80 | 0.15          |
| MatteaMarvins    |            80 | 0.10          |
| DavidLee         |            80 | 0.10          |
| SundarAnde       |            80 | 0.10          |
| AmitBanda        |            80 | 0.10          |
| LisaOzer         |            80 | 0.25          |
| HarrisonBloom    |            80 | 0.20          |
| TaylerFox        |            80 | 0.20          |
| WilliamSmith     |            80 | 0.15          |
| ElizabethBates   |            80 | 0.15          |
| SunditaKumar     |            80 | 0.10          |
| EllenAbel        |            80 | 0.30          |
| AlyssaHutton     |            80 | 0.25          |
| JonathonTaylor   |            80 | 0.20          |
| JackLivingston   |            80 | 0.20          |
| KimberelyGrant   |          NULL | 0.15          |
| CharlesJohnson   |            80 | 0.10          |
| WinstonTaylor    |            50 | No Commission |
| JeanFleaur       |            50 | No Commission |
| MarthaSullivan   |            50 | No Commission |
| GirardGeoni      |            50 | No Commission |
| NanditaSarchand  |            50 | No Commission |
| AlexisBull       |            50 | No Commission |
| JuliaDellinger   |            50 | No Commission |
| AnthonyCabrio    |            50 | No Commission |
| KellyChung       |            50 | No Commission |
| JenniferDilly    |            50 | No Commission |
| TimothyGates     |            50 | No Commission |
| RandallPerkins   |            50 | No Commission |
| SarahBell        |            50 | No Commission |
| BritneyEverett   |            50 | No Commission |
| SamuelMcCain     |            50 | No Commission |
| VanceJones       |            50 | No Commission |
| AlanaWalsh       |            50 | No Commission |
| KevinFeeney      |            50 | No Commission |
| DonaldOConnell   |            50 | No Commission |
| DouglasGrant     |            50 | No Commission |
| JenniferWhalen   |            10 | No Commission |
| MichaelHartstein |            20 | No Commission |
| PatFay           |            20 | No Commission |
| SusanMavris      |            40 | No Commission |
| HermannBaer      |            70 | No Commission |
| ShelleyHiggins   |           110 | No Commission |
| WilliamGietz     |           110 | No Commission |
+------------------+---------------+---------------+

7.Display the employee's name, salary and commission multiplied by 2. If an Employee doesn't earn the commission, then display as 'No commission. Name the columns appropriately.
mysql> select concat(first_name, last_name) as "employees name", salary, case when commission_pct is null then "No Commission" else commission_pct*2 end as "commission" from employees;
+------------------+----------+---------------+
| employees name   | salary   | commission    |
+------------------+----------+---------------+
| StevenKing       | 24000.00 | No Commission |
| NeenaKochhar     | 17000.00 | No Commission |
| LexDe Haan       | 17000.00 | No Commission |
| AlexanderHunold  |  9000.00 | No Commission |
| BruceErnst       |  6000.00 | No Commission |
| DavidAustin      |  4800.00 | No Commission |
| ValliPataballa   |  4800.00 | No Commission |
| DianaLorentz     |  4200.00 | No Commission |
| NancyGreenberg   | 12000.00 | No Commission |
| DanielFaviet     |  9000.00 | No Commission |
| JohnChen         |  8200.00 | No Commission |
| IsmaelSciarra    |  7700.00 | No Commission |
| Jose ManuelUrman |  7800.00 | No Commission |
| LuisPopp         |  6900.00 | No Commission |
| DenRaphaely      | 11000.00 | No Commission |
| AlexanderKhoo    |  3100.00 | No Commission |
| ShelliBaida      |  2900.00 | No Commission |
| SigalTobias      |  2800.00 | No Commission |
| GuyHimuro        |  2600.00 | No Commission |
| KarenColmenares  |  2500.00 | No Commission |
| MatthewWeiss     |  8000.00 | No Commission |
| AdamFripp        |  8200.00 | No Commission |
| PayamKaufling    |  7900.00 | No Commission |
| ShantaVollman    |  6500.00 | No Commission |
| KevinMourgos     |  5800.00 | No Commission |
| JuliaNayer       |  3200.00 | No Commission |
| IreneMikkilineni |  2700.00 | No Commission |
| JamesLandry      |  2400.00 | No Commission |
| StevenMarkle     |  2200.00 | No Commission |
| LauraBissot      |  3300.00 | No Commission |
| MozheAtkinson    |  2800.00 | No Commission |
| JamesMarlow      |  2500.00 | No Commission |
| TJOlson          |  2100.00 | No Commission |
| JasonMallin      |  3300.00 | No Commission |
| MichaelRogers    |  2900.00 | No Commission |
| KiGee            |  2400.00 | No Commission |
| HazelPhiltanker  |  2200.00 | No Commission |
| RenskeLadwig     |  3600.00 | No Commission |
| StephenStiles    |  3200.00 | No Commission |
| JohnSeo          |  2700.00 | No Commission |
| JoshuaPatel      |  2500.00 | No Commission |
| TrennaRajs       |  3500.00 | No Commission |
| CurtisDavies     |  3100.00 | No Commission |
| RandallMatos     |  2600.00 | No Commission |
| PeterVargas      |  2500.00 | No Commission |
| JohnRussell      | 14000.00 | 0.80          |
| KarenPartners    | 13500.00 | 0.60          |
| AlbertoErrazuriz | 12000.00 | 0.60          |
| GeraldCambrault  | 11000.00 | 0.60          |
| EleniZlotkey     | 10500.00 | 0.40          |
| PeterTucker      | 10000.00 | 0.60          |
| DavidBernstein   |  9500.00 | 0.50          |
| PeterHall        |  9000.00 | 0.50          |
| ChristopherOlsen |  8000.00 | 0.40          |
| NanetteCambrault |  7500.00 | 0.40          |
| OliverTuvault    |  7000.00 | 0.30          |
| JanetteKing      | 10000.00 | 0.70          |
| PatrickSully     |  9500.00 | 0.70          |
| AllanMcEwen      |  9000.00 | 0.70          |
| LindseySmith     |  8000.00 | 0.60          |
| LouiseDoran      |  7500.00 | 0.60          |
| SarathSewall     |  7000.00 | 0.50          |
| ClaraVishney     | 10500.00 | 0.50          |
| DanielleGreene   |  9500.00 | 0.30          |
| MatteaMarvins    |  7200.00 | 0.20          |
| DavidLee         |  6800.00 | 0.20          |
| SundarAnde       |  6400.00 | 0.20          |
| AmitBanda        |  6200.00 | 0.20          |
| LisaOzer         | 11500.00 | 0.50          |
| HarrisonBloom    | 10000.00 | 0.40          |
| TaylerFox        |  9600.00 | 0.40          |
| WilliamSmith     |  7400.00 | 0.30          |
| ElizabethBates   |  7300.00 | 0.30          |
| SunditaKumar     |  6100.00 | 0.20          |
| EllenAbel        | 11000.00 | 0.60          |
| AlyssaHutton     |  8800.00 | 0.50          |
| JonathonTaylor   |  8600.00 | 0.40          |
| JackLivingston   |  8400.00 | 0.40          |
| KimberelyGrant   |  7000.00 | 0.30          |
| CharlesJohnson   |  6200.00 | 0.20          |
| WinstonTaylor    |  3200.00 | No Commission |
| JeanFleaur       |  3100.00 | No Commission |
| MarthaSullivan   |  2500.00 | No Commission |
| GirardGeoni      |  2800.00 | No Commission |
| NanditaSarchand  |  4200.00 | No Commission |
| AlexisBull       |  4100.00 | No Commission |
| JuliaDellinger   |  3400.00 | No Commission |
| AnthonyCabrio    |  3000.00 | No Commission |
| KellyChung       |  3800.00 | No Commission |
| JenniferDilly    |  3600.00 | No Commission |
| TimothyGates     |  2900.00 | No Commission |
| RandallPerkins   |  2500.00 | No Commission |
| SarahBell        |  4000.00 | No Commission |
| BritneyEverett   |  3900.00 | No Commission |
| SamuelMcCain     |  3200.00 | No Commission |
| VanceJones       |  2800.00 | No Commission |
| AlanaWalsh       |  3100.00 | No Commission |
| KevinFeeney      |  3000.00 | No Commission |
| DonaldOConnell   |  2600.00 | No Commission |
| DouglasGrant     |  2600.00 | No Commission |
| JenniferWhalen   |  4400.00 | No Commission |
| MichaelHartstein | 13000.00 | No Commission |
| PatFay           |  6000.00 | No Commission |
| SusanMavris      |  6500.00 | No Commission |
| HermannBaer      | 10000.00 | No Commission |
| ShelleyHiggins   | 12000.00 | No Commission |
| WilliamGietz     |  8300.00 | No Commission |
+------------------+----------+---------------+

8.Display the employee's name, department id who have the first name same as another employee in the same department.
mysql> select concat(e1.first_name," ",e1.last_name) as "employee's name", e1.department_id from employees as e1, employees as e2 where e1.first_name = e2.first_name and e1.employee_id<>e2.employee_id and e1.department_id = e2.department_id;
+-----------------+---------------+
| employee's name | department_id |
+-----------------+---------------+
| Kevin Feeney    |            50 |
| Julia Dellinger |            50 |
| James Marlow    |            50 |
| James Landry    |            50 |
| Randall Perkins |            50 |
| Peter Hall      |            80 |
| David Lee       |            80 |
| Peter Tucker    |            80 |
| David Bernstein |            80 |
| Julia Nayer     |            50 |
| Randall Matos   |            50 |
| Kevin Mourgos   |            50 |
+-----------------+---------------+

9.Display the sum of salaries of the employees working under each Manager.
mysql> select manager_id, sum(salary) from employees group by manager_id;
+------------+-------------+
| manager_id | sum(salary) |
+------------+-------------+
|       NULL |    24000.00 |
|        100 |   155400.00 |
|        102 |     9000.00 |
|        103 |    19800.00 |
|        101 |    44900.00 |
|        108 |    39600.00 |
|        114 |    13900.00 |
|        120 |    22100.00 |
|        121 |    25400.00 |
|        122 |    23600.00 |
|        123 |    25900.00 |
|        124 |    23000.00 |
|        145 |    51000.00 |
|        146 |    51000.00 |
|        147 |    46600.00 |
|        148 |    51900.00 |
|        149 |    50000.00 |
|        201 |     6000.00 |
|        205 |     8300.00 |
+------------+-------------+

10.Select the Managers name, the count of employees working under and the department ID of the manager.
mysql> select manager_id, count(department_id), count(employee_id) from employees group by manager_id;
+------------+----------------------+--------------------+
| manager_id | count(department_id) | count(employee_id) |
+------------+----------------------+--------------------+
|       NULL |                    1 |                  1 |
|        100 |                   14 |                 14 |
|        102 |                    1 |                  1 |
|        103 |                    4 |                  4 |
|        101 |                    5 |                  5 |
|        108 |                    5 |                  5 |
|        114 |                    5 |                  5 |
|        120 |                    8 |                  8 |
|        121 |                    8 |                  8 |
|        122 |                    8 |                  8 |
|        123 |                    8 |                  8 |
|        124 |                    8 |                  8 |
|        145 |                    6 |                  6 |
|        146 |                    6 |                  6 |
|        147 |                    6 |                  6 |
|        148 |                    6 |                  6 |
|        149 |                    5 |                  6 |
|        201 |                    1 |                  1 |
|        205 |                    1 |                  1 |
+------------+----------------------+--------------------+

11.Select the employee name, department id, and the salary. Group the result with the manager name and the employee last name should have second letter 'a!
mysql> select concat_ws(", ",first_name, last_name, department_id, salary, manager_id) as "info" from employees where last_name like ("_a%");
+---------------------------------------+
| info                                  |
+---------------------------------------+
| Valli, Pataballa, 60, 4800.00, 103    |
| Daniel, Faviet, 100, 9000.00, 108     |
| Den, Raphaely, 30, 11000.00, 100      |
